vType_id;vType_vClass;trip_depart;trip_departLane;trip_departSpeed;trip_from;trip_id;trip_to;trip_type
;;1759.13;best;;37237086#10;veh36236;-988530882;veh_passenger
;;1759.18;best;;1216158231#2;veh36237;1043781992#3;veh_passenger
;;1759.23;best;;902926786#1;veh36238;1044270630;veh_passenger
;;1759.28;best;;1041987268#1;veh36239;-1217255342;veh_passenger
;;1759.32;best;;446754562;veh36240;-231770256#6;veh_passenger
;;1759.37;best;max;-1054356701;veh36241;1121695423;veh_passenger
;;1759.42;best;;-1046251121#2;veh36242;1050247222#1;veh_passenger
;;1759.47;best;max;-354298463;veh36243;988530921;veh_passenger
;;1759.52;best;;924065512#1;veh36244;-319584658#3;veh_passenger
;;1759.57;best;max;-1371170474#1;veh36245;-231218709;veh_passenger
;;1759.61;best;max;-1219040927;veh36246;-1389228223;veh_passenger
;;1759.66;best;;-1052742411;veh36247;44769992#7;veh_passenger
;;1759.71;best;max;-1055072948;veh36248;1206543879#0;veh_passenger
;;1759.76;best;;355216061#0;veh36249;1055019972#1;veh_passenger
;;1759.81;best;max;-902926788;veh36250;44769992#7;veh_passenger
;;1759.86;best;max;-1213511695;veh36251;-980987339#1;veh_passenger
;;1759.91;best;;355212036#19;veh36252;1227108329;veh_passenger
;;1759.95;best;;902524004#2;veh36253;-1051074688;veh_passenger
;;1760.00;best;;-890222588#8;veh36254;1383270576;veh_passenger
;;1760.05;best;max;-1217159663;veh36255;1392331780#5;veh_passenger
;;1760.10;best;max;-1219085857;veh36256;1042896325#3;veh_passenger
;;1760.15;best;max;-1385699577;veh36257;1055122446#0;veh_passenger
;;1760.20;best;max;-988553237;veh36258;-680964666#10;veh_passenger
;;1760.25;best;max;-1217028414;veh36259;1386019631;veh_passenger
;;1760.29;best;max;-1044570809;veh36260;355214600#1;veh_passenger
;;1760.34;best;;-1050556371;veh36261;-322248002#3;veh_passenger
;;1760.39;best;max;-1042418428;veh36262;-44770274#5;veh_passenger
;;1760.44;best;max;-1047218425;veh36263;1051206584#1;veh_passenger
;;1760.49;best;max;-1042925579#1;veh36264;-1217028381;veh_passenger
;;1760.54;best;max;-1047437097;veh36265;1389812969;veh_passenger
;;1760.59;best;;1388478920;veh36266;1217028445;veh_passenger
;;1760.63;best;max;-825415093#1;veh36267;1385720223;veh_passenger
;;1760.68;best;max;-1045265903#1;veh36268;-319899823#9;veh_passenger
;;1760.73;best;;379260345#3;veh36269;1044700268#1;veh_passenger
;;1760.78;best;;355391688#3;veh36270;1049877281#0;veh_passenger
;;1760.83;best;max;-1042418425#1;veh36271;184165616#7;veh_passenger
;;1760.88;best;;-689730972#3;veh36272;321304378#7;veh_passenger
;;1760.93;best;max;-1216000773;veh36273;-44770393#8;veh_passenger
;;1760.97;best;max;1085248953#0;veh36274;1044570813;veh_passenger
;;1761.02;best;;158354653#34;veh36275;315097176#3;veh_passenger
;;1761.07;best;max;-849836609#1;veh36276;-319977059#5;veh_passenger
;;1761.12;best;max;-1383955994#1;veh36277;-1226409512;veh_passenger
;;1761.17;best;;988202994#0;veh36278;-987968757#0;veh_passenger
;;1761.22;best;;-27211094#3;veh36279;-131938203#8;veh_passenger
;;1761.27;best;;-569585883#3;veh36280;-988553272#0;veh_passenger
;;1761.31;best;;1209159763#6;veh36281;-904484794#3;veh_passenger
;;1761.36;best;max;-1219084812;veh36282;-447686388;veh_passenger
;;1761.41;best;max;-988505711;veh36283;1055299300;veh_passenger
;;1761.46;best;;902926786#1;veh36284;1217028484;veh_passenger
;;1761.51;best;;1055098848;veh36285;-218032138#3;veh_passenger
;;1761.56;best;max;1217028430#0;veh36286;640360728;veh_passenger
;;1761.61;best;;221615236#0;veh36287;-446754567;veh_passenger
;;1761.65;best;max;-1390417763;veh36288;-1054406158#1;veh_passenger
;;1761.70;best;;188033930#3;veh36289;548937828#2;veh_passenger
;;1761.75;best;;1386497463#1;veh36290;1042966484#1;veh_passenger
;;1761.80;best;max;-1055120484#1;veh36291;1381933907;veh_passenger
;;1761.85;best;max;-1390632898#1;veh36292;-1216000761#1;veh_passenger
;;1761.90;best;;379260331#5;veh36293;-1225822234;veh_passenger
;;1761.95;best;max;-1304578492#2;veh36294;-1217038267;veh_passenger
;;1761.99;best;;231770260#0;veh36295;-1044514931#1;veh_passenger
;;1762.04;best;;-1055098853;veh36296;1046119823#1;veh_passenger
;;1762.09;best;max;1101416596;veh36297;849864292#0;veh_passenger
;;1762.14;best;;849848492#0;veh36298;988505718#1;veh_passenger
;;1762.19;best;;1042171933#1;veh36299;-1084650999;veh_passenger
;;1762.24;best;max;1219080045#0;veh36300;1051074687#2;veh_passenger
;;1762.28;best;;902920473#5;veh36301;-1043565866#2;veh_passenger
;;1762.33;best;;-155831668#10;veh36302;-229908894#0;veh_passenger
;;1762.38;best;max;-1302316763;veh36303;1055299301;veh_passenger
;;1762.43;best;;-1050991031#3;veh36304;1320631161;veh_passenger
;;1762.48;best;;218858282#0;veh36305;1432204130;veh_passenger
;;1762.53;best;;-1049873889#0;veh36306;-1218438371#0;veh_passenger
;;1762.58;best;;1216883622;veh36307;355210805;veh_passenger
;;1762.62;best;max;-1049862892;veh36308;-823500142#1;veh_passenger
;;1762.67;best;max;-548937847#1;veh36309;1046451448#7;veh_passenger
;;1762.72;best;max;319423453#0;veh36310;1071869428;veh_passenger
;;1762.77;best;max;-1216160704#1;veh36311;1376963204;veh_passenger
;;1762.82;best;;319423443#1;veh36312;-1041999186#3;veh_passenger
;;1762.87;best;;898458128#2;veh36313;1218977701;veh_passenger
;;1762.92;best;max;-378249533#1;veh36314;-862759153#1;veh_passenger
;;1762.96;best;;170210811#1;veh36315;-260126090#0;veh_passenger
;;1763.01;best;max;-239454854;veh36316;-1050214877#0;veh_passenger
;;1763.06;best;max;-1390027307;veh36317;158354649#1;veh_passenger
;;1763.11;best;max;-902524006#2;veh36318;-132070867;veh_passenger
;;1763.16;best;;-355210809#0;veh36319;176068428#0;veh_passenger
;;1763.21;best;max;1216159299;veh36320;1042133614;veh_passenger
;;1763.26;best;max;-1054354523;veh36321;1053940526;veh_passenger
;;1763.30;best;;219289287#3;veh36322;1101510703;veh_passenger
;;1763.35;best;;-229908899#5;veh36323;684329427#1;veh_passenger
;;1763.40;best;max;-1071869446;veh36324;-355212053#0;veh_passenger
;;1763.45;best;;-321399223#0;veh36325;1383686371;veh_passenger
;;1763.50;best;;1384574739;veh36326;1054991199;veh_passenger
;;1763.55;best;max;-1379289698#1;veh36327;1041935621#3;veh_passenger
;;1763.60;best;;-1049877252#1;veh36328;218032138#12;veh_passenger
;;1763.64;best;max;-1391570093;veh36329;-355212062#1;veh_passenger
;;1763.69;best;max;-988530925#2;veh36330;1381051670#2;veh_passenger
;;1763.74;best;max;-841957969#1;veh36331;630624872#3;veh_passenger
;;1763.79;best;;174471202#6;veh36332;1044514903;veh_passenger
;;1763.84;best;;355212041#1;veh36333;1393453464#8;veh_passenger
;;1763.89;best;;1071865189#0;veh36334;-586594847#9;veh_passenger
;;1763.94;best;;859182550#1;veh36335;184165616#21;veh_passenger
;;1763.98;best;max;585627615;veh36336;-1049847054;veh_passenger
;;1764.03;best;;1071872412#0;veh36337;321304370#2;veh_passenger
;;1764.08;best;max;-1383980401;veh36338;1393453465#0;veh_passenger
;;1764.13;best;;815459479#8;veh36339;172366588#7;veh_passenger
;;1764.18;best;;-1219040415;veh36340;1225841611;veh_passenger
;;1764.23;best;max;1087261296;veh36341;1390047225;veh_passenger
;;1764.28;best;;1107326904#0;veh36342;-1217159991;veh_passenger
;;1764.32;best;max;-1042241321#2;veh36343;-1042245451#0;veh_passenger
;;1764.37;best;;1041990404#2;veh36344;1085801236#0;veh_passenger
;;1764.42;best;;-219780377#20;veh36345;1303255487;veh_passenger
;;1764.47;best;max;-1385731067;veh36346;1372610724;veh_passenger
;;1764.52;best;max;-1382963500#1;veh36347;1218993909;veh_passenger
;;1764.57;best;;-132070870#0;veh36348;-1214296564#1;veh_passenger
;;1764.62;best;;-320044841#4;veh36349;1217160330#0;veh_passenger
;;1764.66;best;;220749755#10;veh36350;219225822#0;veh_passenger
;;1764.71;best;max;-1386109427#1;veh36351;902529054#0-AddedOffRampEdge;veh_passenger
;;1764.76;best;max;-1385710908;veh36352;865573709#10;veh_passenger
;;1764.81;best;;184751278#4;veh36353;1218444569#1;veh_passenger
;;1764.86;best;max;-1046908816;veh36354;1084027860#0;veh_passenger
;;1764.91;best;;1228988196#0;veh36355;1383759253;veh_passenger
;;1764.95;best;;-1085275907#0;veh36356;-355216055#2;veh_passenger
;;1765.00;best;max;1217039076;veh36357;1382528589;veh_passenger
;;1765.05;best;;1317499666;veh36358;-1393453466#0;veh_passenger
;;1765.10;best;;1368648329;veh36359;-988203013#0;veh_passenger
;;1765.15;best;max;-1219080035;veh36360;988505715#2;veh_passenger
;;1765.20;best;max;-1044576074#1;veh36361;1042418428;veh_passenger
;;1765.25;best;max;-1266175072;veh36362;1219085857;veh_passenger
;;1765.29;best;;-320047931#1;veh36363;1055049406;veh_passenger
;;1765.34;best;;-1046251124#1;veh36364;825415091;veh_passenger
;;1765.39;best;max;-548937832#2;veh36365;1054406170#3;veh_passenger
;;1765.44;best;;-1043781980#1;veh36366;1051121863;veh_passenger
;;1765.49;best;max;1219079913;veh36367;1216993028;veh_passenger
;;1765.54;best;;221049113#4;veh36368;1042925579#0;veh_passenger
;;1765.59;best;;156032751;veh36369;442582332#2;veh_passenger
;;1765.63;best;max;-252027567;veh36370;1212935887;veh_passenger
;;1765.68;best;max;170210812;veh36371;1043107770#3;veh_passenger
;;1765.73;best;;231770256#1;veh36372;1220236958;veh_passenger
;;1765.78;best;max;-1055131831#1;veh36373;922333618#3;veh_passenger
;;1765.83;best;max;-1044804349;veh36374;1071867081;veh_passenger
;;1765.88;best;;-684343791#5;veh36375;1368622920#3;veh_passenger
;;1765.93;best;;-158366236#36;veh36376;1389987477;veh_passenger
;;1765.97;best;;239456227#21;veh36377;-1047437085;veh_passenger
;;1766.02;best;max;-132363063;veh36378;170212181#2;veh_passenger
;;1766.07;best;max;-1044700238#1;veh36379;1071878456;veh_passenger
;;1766.12;best;;-1043849473;veh36380;988203041#1;veh_passenger
;;1766.17;best;;-850141706;veh36381;1303486792;veh_passenger
;;1766.22;best;;1050019348#0;veh36382;1054399010#0;veh_passenger
;;1766.27;best;max;-1085301161;veh36383;-1043849447#1;veh_passenger
;;1766.31;best;max;-1055017946#1;veh36384;1380694491;veh_passenger
;;1766.36;best;max;-1383922330;veh36385;1085251403#1;veh_passenger
;;1766.41;best;;-903009079#0;veh36386;37237086#0;veh_passenger
;;1766.46;best;;231695940#2;veh36387;-1303486399#0;veh_passenger
;;1766.51;best;;-1042241324#2;veh36388;-1050015294#2;veh_passenger
;;1766.56;best;;683379586#2;veh36389;1393453467#2;veh_passenger
;;1766.61;best;;-988203001#0;veh36390;1366114241;veh_passenger
;;1766.65;best;;1051121864#1;veh36391;1045121137;veh_passenger
;;1766.70;best;max;-988505711;veh36392;1387184530;veh_passenger
;;1766.75;best;max;1385753731;veh36393;1054632969#2;veh_passenger
;;1766.80;best;max;-1219075008;veh36394;191450223#18;veh_passenger
;;1766.85;best;max;-1382208312#1;veh36395;1383726012;veh_passenger
;;1766.90;best;max;-1084005681#1;veh36396;-184165609#1;veh_passenger
;;1766.95;best;;191450223#19;veh36397;-1042584431#2;veh_passenger
;;1766.99;best;;922333616;veh36398;1381895914#1;veh_passenger
;;1767.04;best;max;-1217169088;veh36399;1392312675#1;veh_passenger
;;1767.09;best;;-158370288#4;veh36400;1217028304;veh_passenger
;;1767.14;best;;-1431096278;veh36401;1376950084;veh_passenger
;;1767.19;best;max;-1213519750;veh36402;680964666#20;veh_passenger
;;1767.24;best;;218857109#8;veh36403;-1219040335;veh_passenger
;;1767.29;best;;1085063252#1;veh36404;1042966459#3;veh_passenger
;;1767.33;best;;220749511#6;veh36405;-1084036065#0;veh_passenger
;;1767.38;best;;486948301#1;veh36406;1071869447#1;veh_passenger
;;1767.43;best;max;1386032717;veh36407;1096889857;veh_passenger
;;1767.48;best;max;1115128583;veh36408;1212722842;veh_passenger
;;1767.53;best;;-1054370042#0;veh36409;-355212061#8;veh_passenger
;;1767.58;best;max;1376929982;veh36410;1385731063;veh_passenger
;;1767.63;best;;1383748131;veh36411;630634022#2;veh_passenger
;;1767.67;best;;-924066824#0;veh36412;-1090719891#1;veh_passenger
;;1767.72;best;max;-1071878460;veh36413;371147872;veh_passenger
;;1767.77;best;;-27211046#0;veh36414;-641793526#11;veh_passenger
;;1767.82;best;;-1127754269#1;veh36415;-1046536720#1;veh_passenger
;;1767.87;best;max;-1093121616;veh36416;1041999196#2;veh_passenger
;;1767.92;best;;1071865198#0;veh36417;-467554567#0;veh_passenger
;;1767.96;best;max;-1041999187;veh36418;132182649#0;veh_passenger
;;1768.01;best;;378248695#1;veh36419;-156020170;veh_passenger
;;1768.06;best;;-355210818#11;veh36420;682514747#4;veh_passenger
;;1768.11;best;max;-1217163279#2;veh36421;1388206500;veh_passenger
;;1768.16;best;;218030973#1;veh36422;1049706459#1;veh_passenger
;;1768.21;best;max;-1291702164;veh36423;318106704#14;veh_passenger
;;1768.26;best;max;-1044462507;veh36424;-78594910#4;veh_passenger
;;1768.30;best;;-231770259#8;veh36425;156032741#18;veh_passenger
;;1768.35;best;;-898458112#2;veh36426;1046292267;veh_passenger
;;1768.40;best;max;-1215345236;veh36427;1378566144;veh_passenger
;;1768.45;best;;1054632969#3;veh36428;234273810#6;veh_passenger
;;1768.50;best;max;-1044700238#1;veh36429;1217168898;veh_passenger
;;1768.55;best;;-26206100#3;veh36430;-1051068187#2;veh_passenger
;;1768.60;best;;-1053907534#1;veh36431;-1043850960#2;veh_passenger
;;1768.64;best;;-354298464#2;veh36432;355210813;veh_passenger
;;1768.69;best;max;1049696993;veh36433;1055130146;veh_passenger
;;1768.74;best;;-548931362#1;veh36434;-1371676949#0;veh_passenger
;;1768.79;best;max;1071867053;veh36435;1384343355#0;veh_passenger
;;1768.84;best;max;-132363058#1;veh36436;-1046397858#0;veh_passenger
;;1768.89;best;max;-1391795119;veh36437;1041989459#0;veh_passenger
;;1768.94;best;max;22838319#0;veh36438;44770393#7;veh_passenger
;;1768.98;best;;-1047137896#0;veh36439;-1084985566#1;veh_passenger
;;1769.03;best;;-1053923487#0;veh36440;-1217255610;veh_passenger
;;1769.08;best;;-355214590#0;veh36441;-1303486792;veh_passenger
;;1769.13;best;;446709232;veh36442;898458145#1;veh_passenger
;;1769.18;best;max;-1052742422#1;veh36443;-131937271#3;veh_passenger
;;1769.23;best;max;-1385731062;veh36444;-1071860472#1;veh_passenger
;;1769.28;best;max;-1053935160;veh36445;219780380#2;veh_passenger
;;1769.32;best;;1315384074;veh36446;1102490121;veh_passenger
;;1769.37;best;;155838479#3;veh36447;-1044509117#0;veh_passenger
;;1769.42;best;max;1220468803;veh36448;1217249992;veh_passenger
;;1769.47;best;max;-988553263;veh36449;890222588#0;veh_passenger
;;1769.52;best;;355393312#2;veh36450;1071869409#1;veh_passenger
;;1769.57;best;max;1071860451;veh36451;1054260679;veh_passenger
;;1769.62;best;;1042192059#1;veh36452;-1046292296;veh_passenger
;;1769.66;best;max;-1121695423;veh36453;1047437096;veh_passenger
;;1769.71;best;;-1043781968#1;veh36454;1052742413;veh_passenger
;;1769.76;best;;-163371957#3;veh36455;1046101236#2;veh_passenger
;;1769.81;best;max;-1218977678;veh36456;902523969;veh_passenger
;;1769.86;best;;-1046251127#0;veh36457;-1385764578;veh_passenger
;;1769.91;best;max;-1387186685;veh36458;1042245464#1;veh_passenger
;;1769.96;best;;1382479121#3;veh36459;-1386109427#0;veh_passenger
;;1770.00;best;max;-1041999206;veh36460;-378246863#2;veh_passenger
;;1770.05;best;;-355214599;veh36461;-458441664#1;veh_passenger
;;1770.10;best;;1044700278#1;veh36462;-1084972226#1;veh_passenger
;;1770.15;best;max;1216159283;veh36463;-1054187908#1;veh_passenger
;;1770.20;best;;-446754553#13;veh36464;-132070848#1;veh_passenger
;;1770.25;best;max;1220468803;veh36465;-156032741#9;veh_passenger
;;1770.30;best;;-221619112#2;veh36466;-1218977922;veh_passenger
;;1770.34;best;max;-1050973561;veh36467;1055574152#2;veh_passenger
;;1770.39;best;;1043813721;veh36468;1303488172;veh_passenger
;;1770.44;best;;-684343792;veh36469;1379778470#2;veh_passenger
;;1770.49;best;;26514959#12;veh36470;1382279032;veh_passenger
;;1770.54;best;max;-1358531902;veh36471;-27191059#3;veh_passenger
;;1770.59;best;max;-258778492#8;veh36472;695580799;veh_passenger
;;1770.63;best;;1055092051#0;veh36473;-331374614#7;veh_passenger
;;1770.68;best;;1092006416;veh36474;1046546420;veh_passenger
;;1770.73;best;;158306194#5;veh36475;1089984453;veh_passenger
;;1770.78;best;;-680393834#1;veh36476;-1053583780;veh_passenger
;;1770.83;best;max;-1219085692;veh36477;-1071865174;veh_passenger
;;1770.88;best;;695580801#0;veh36478;1217168832;veh_passenger
;;1770.93;best;max;1394926988#0;veh36479;-988530859#2;veh_passenger
;;1770.97;best;;684342521#1;veh36480;26299198#3;veh_passenger
;;1771.02;best;max;-902926799#1;veh36481;1303486396#2;veh_passenger
;;1771.07;best;;-1216993028;veh36482;-1055088768#4;veh_passenger
;;1771.12;best;;231770252#3;veh36483;-322244191;veh_passenger
;;1771.17;best;;1046101257#1;veh36484;-379260393;veh_passenger
;;1771.22;best;;902523994#1;veh36485;1220230517;veh_passenger
;;1771.27;best;;172366587#4;veh36486;898458123#0;veh_passenger
;;1771.31;best;max;-695571442;veh36487;1390417758;veh_passenger
;;1771.36;best;;252029725#0;veh36488;-1088091733#0;veh_passenger
;;1771.41;best;max;-1390417763;veh36489;1198862200;veh_passenger
;;1771.46;best;;-318106690#4;veh36490;1390621543;veh_passenger
;;1771.51;best;max;-1219040431;veh36491;325440935#2;veh_passenger
;;1771.56;best;max;-1049115404;veh36492;-1214491789;veh_passenger
;;1771.61;best;max;-1053397306#1;veh36493;1382528589;veh_passenger
;;1771.65;best;;-902523992#3;veh36494;-83229105#11;veh_passenger
;;1771.70;best;max;-988553288#1;veh36495;1390931703;veh_passenger
;;1771.75;best;max;-556414770;veh36496;260127621#5;veh_passenger
;;1771.80;best;max;-1051023020;veh36497;-1220236950;veh_passenger
;;1771.85;best;max;-1226409513;veh36498;1046101236#2;veh_passenger
;;1771.90;best;;1047710049;veh36499;849827154#1;veh_passenger
;;1771.95;best;;-689730976#11;veh36500;1051074682#1;veh_passenger
;;1771.99;best;;-569814300#0;veh36501;1089022996#8;veh_passenger
;;1772.04;best;;1042419273#1;veh36502;1055088770#1;veh_passenger
;;1772.09;best;;1370252438#0;veh36503;1055017946#0;veh_passenger
;;1772.14;best;;988505715#1;veh36504;-1389712479#0;veh_passenger
;;1772.19;best;max;-1054408532;veh36505;1227113591;veh_passenger
;;1772.24;best;;690859298#6;veh36506;-1226409519;veh_passenger
;;1772.29;best;;199043535#18;veh36507;1042418424;veh_passenger
;;1772.33;best;;-1055008092#2;veh36508;-355391700#2;veh_passenger
;;1772.38;best;;1392646140;veh36509;-684342106#1;veh_passenger
;;1772.43;best;max;-1053900910;veh36510;1383686376#3;veh_passenger
;;1772.48;best;max;804483285;veh36511;1214298653#6;veh_passenger
;;1772.53;best;;-1053935149#0;veh36512;319584658#12;veh_passenger
;;1772.58;best;max;-1376460494;veh36513;988553264;veh_passenger
;;1772.63;best;;-158354653#16;veh36514;1217249964#1;veh_passenger
;;1772.67;best;max;-371147872;veh36515;-1049852854#2;veh_passenger
;;1772.72;best;;-132070843#3;veh36516;1217163669#1;veh_passenger
;;1772.77;best;;-184165616#21;veh36517;1055072940;veh_passenger
;;1772.82;best;max;-1054195141;veh36518;-218030972#8;veh_passenger
;;1772.87;best;;-1042247820#1;veh36519;1054370039#0;veh_passenger
;;1772.92;best;;319423453#22;veh36520;221197324#5;veh_passenger
;;1772.97;best;max;-898458088;veh36521;898458104#0;veh_passenger
;;1773.01;best;;-176068628#0;veh36522;221616963#4;veh_passenger
;;1773.06;best;;-172366588#5;veh36523;221853654#3;veh_passenger
;;1773.11;best;;-458214183#1;veh36524;-355210821;veh_passenger
;;1773.16;best;max;-1219041181#2;veh36525;1054260680;veh_passenger
;;1773.21;best;;1213225867;veh36526;988530876#1;veh_passenger
;;1773.26;best;;630626509;veh36527;1370062309#1;veh_passenger
;;1773.30;best;max;-1052657475;veh36528;-44770274#6;veh_passenger
;;1773.35;best;max;1085275908;veh36529;1369522516;veh_passenger
;;1773.40;best;;1135052546#1;veh36530;802126465#1;veh_passenger
;;1773.45;best;;1042032482#4;veh36531;1468108942;veh_passenger
;;1773.50;best;;-902920451;veh36532;1388259345;veh_passenger
;;1773.55;best;;132062636#7;veh36533;1085507954;veh_passenger
;;1773.60;best;;1391538444;veh36534;-1049696981#3;veh_passenger
;;1773.64;best;max;-1383686352#4;veh36535;585612364#6;veh_passenger
;;1773.69;best;;-1431982457;veh36536;-1217163861;veh_passenger
;;1773.74;best;;155831666#2;veh36537;1322053864;veh_passenger
;;1773.79;best;max;-1196028697;veh36538;1085011050;veh_passenger
;;1773.84;best;max;-1371676948;veh36539;1071865172;veh_passenger
;;1773.89;best;;-1043850962#1;veh36540;1220474074;veh_passenger
;;1773.94;best;;258649213#1;veh36541;26209719#4;veh_passenger
;;1773.98;best;;-988505723#1;veh36542;1392293318;veh_passenger
;;1774.03;best;max;-1218441620;veh36543;1369859094#5;veh_passenger
;;1774.08;best;;1042171912#1;veh36544;962174889#2;veh_passenger
;;1774.13;best;max;-1383759246;veh36545;355391705#2;veh_passenger
;;1774.18;best;;-319899823#12;veh36546;-1218993848#0;veh_passenger
;;1774.23;best;max;-1390413585;veh36547;1046119859;veh_passenger
;;1774.28;best;max;-1046119861;veh36548;1047710057;veh_passenger
;;1774.32;best;;1055088779#0;veh36549;1388459660;veh_passenger
;;1774.37;best;;-158367054#2;veh36550;-1219040330;veh_passenger
;;1774.42;best;;41379543#0;veh36551;1054354510;veh_passenger
;;1774.47;best;;-1218993542#0;veh36552;-1371994324;veh_passenger
;;1774.52;best;;1046536713#0;veh36553;1071860469;veh_passenger
;;1774.57;best;max;823076002#0;veh36554;219225825#0;veh_passenger
;;1774.62;best;;279806936#0;veh36555;-1212935888;veh_passenger
;;1774.66;best;;1055070692#1;veh36556;1049873933#1;veh_passenger
;;1774.71;best;;-1226409977#2;veh36557;1044804366;veh_passenger
;;1774.76;best;;279806937#0;veh36558;988505721;veh_passenger
;;1774.81;best;max;-1044464386#6;veh36559;-1217028347;veh_passenger
;;1774.86;best;max;-1127754270;veh36560;355393304#6;veh_passenger
;;1774.91;best;;-320047951#3;veh36561;-1383922338#5;veh_passenger
;;1774.96;best;max;-1388005037;veh36562;-1226409502#1;veh_passenger
;;1775.00;best;max;-1054498518;veh36563;1052654326;veh_passenger
;;1775.05;best;;-1046101218#0;veh36564;-626812978#0;veh_passenger
;;1775.10;best;max;-1216465109;veh36565;1390412201;veh_passenger
;;1775.15;best;;1382479121#3;veh36566;1376417887;veh_passenger
;;1775.20;best;;294202849#4;veh36567;1380199816#1;veh_passenger
;;1775.25;best;max;-1054399008;veh36568;219900680#3;veh_passenger
;;1775.30;best;;319423453#9;veh36569;1043849476;veh_passenger
;;1775.34;best;;1054187913#1;veh36570;1056563182;veh_passenger
;;1775.39;best;max;-1046292295;veh36571;1383759247;veh_passenger
;;1775.44;best;;-202806228#1;veh36572;1219041027;veh_passenger
;;1775.49;best;max;1071867057;veh36573;1044462480;veh_passenger
;;1775.54;best;max;-902920453;veh36574;1217255073;veh_passenger
;;1775.59;best;max;-252028609;veh36575;1042241312#0;veh_passenger
;;1775.64;best;max;1219040405;veh36576;1088104649#1;veh_passenger
;;1775.68;best;max;-1392666532;veh36577;-630845185;veh_passenger
;;1775.73;best;;-219780379#0;veh36578;1112650563;veh_passenger
;;1775.78;best;;712216257#7;veh36579;-902523968#1;veh_passenger
;;1775.83;best;;-1384912455;veh36580;-1203027065#0;veh_passenger
;;1775.88;best;max;-548937847#1;veh36581;1213519750;veh_passenger
;;1775.93;best;;1046942880#0;veh36582;-231695940#0;veh_passenger
;;1775.97;best;max;1390955159;veh36583;-446711224#6;veh_passenger
;;1776.02;best;max;-1118237512;veh36584;1042241312#1;veh_passenger
;;1776.07;best;max;-1152642991#4;veh36585;355210815;veh_passenger
;;1776.12;best;max;1217160522#0;veh36586;-1383686369;veh_passenger
;;1776.17;best;max;-1266142056#1;veh36587;321399398#20;veh_passenger
;;1776.22;best;;-1047703843;veh36588;1383726014;veh_passenger
;;1776.27;best;max;-1046119841#1;veh36589;1383953921;veh_passenger
;;1776.31;best;max;-1382267505#1;veh36590;1383759248#2;veh_passenger
;;1776.36;best;max;1217029879;veh36591;1387462958;veh_passenger
;;1776.41;best;max;-1219085692;veh36592;-1383922329#2;veh_passenger
;;1776.46;best;;585627621#0;veh36593;-318106699#1;veh_passenger
;;1776.51;best;max;-1219040431;veh36594;-318106692;veh_passenger
;;1776.56;best;;-1320631158#2;veh36595;1047637749;veh_passenger
;;1776.61;best;;322244195#3;veh36596;1055130144;veh_passenger
;;1776.65;best;max;1216993032;veh36597;1217255098;veh_passenger
;;1776.70;best;max;-1205394641;veh36598;-852618915#0;veh_passenger
;;1776.75;best;;1041990393#1;veh36599;1047437081#0;veh_passenger
;;1776.80;best;;1208867608#0;veh36600;1042896332;veh_passenger
;;1776.85;best;max;1218993849#0;veh36601;902534333#1;veh_passenger
;;1776.90;best;;-1215977105;veh36602;1046536728#1;veh_passenger
;;1776.95;best;;-1053900917#0;veh36603;1055017952;veh_passenger
;;1776.99;best;;-865573712#0;veh36604;1219040497#1;veh_passenger
;;1777.04;best;max;1383716088;veh36605;-354991354#3;veh_passenger
;;1777.09;best;max;-258649213#3;veh36606;26209723#9;veh_passenger
;;1777.14;best;max;-1388731582#3;veh36607;1219080045#1;veh_passenger
;;1777.19;best;;1050015303;veh36608;1053935943#3;veh_passenger
;;1777.24;best;max;-1041990401#1;veh36609;1051068196;veh_passenger
;;1777.29;best;;83229105#11;veh36610;-355212046;veh_passenger
;;1777.33;best;max;-1050019350;veh36611;-1042133607;veh_passenger
;;1777.38;best;;-1085251403#0;veh36612;1043813717;veh_passenger
;;1777.43;best;max;-355391706#1;veh36613;1044514951#2;veh_passenger
;;1777.48;best;max;-1089980513#1;veh36614;-1046397075;veh_passenger
;;1777.53;best;max;-1049123389;veh36615;1390953588;veh_passenger
;;1777.58;best;;-804483242#1;veh36616;988505719;veh_passenger
;;1777.63;best;max;-1055017946#1;veh36617;44770393#18;veh_passenger
;;1777.67;best;;-156032744#3;veh36618;1381930629#6;veh_passenger
;;1777.72;best;max;-1051068192#2;veh36619;762038778#1;veh_passenger
;;1777.77;best;max;-1134441451;veh36620;1217255246;veh_passenger
;;1777.82;best;max;-1050015315;veh36621;325440938#1;veh_passenger
;;1777.87;best;;-1042966460#0;veh36622;626812979#3;veh_passenger
;;1777.92;best;max;-1055098829#1;veh36623;904486828#2;veh_passenger
;;1777.97;best;max;-1046774551;veh36624;1042598975#1;veh_passenger
;;1778.01;best;max;-1213222080;veh36625;83229358#1;veh_passenger
;;1778.06;best;max;-1213275018;veh36626;1049878341#1;veh_passenger
;;1778.11;best;;-1044509108#1;veh36627;1096515135#2;veh_passenger
;;1778.16;best;;355214589;veh36628;-155831668#22;veh_passenger
;;1778.21;best;max;-1392511135;veh36629;1055072944;veh_passenger
;;1778.26;best;;1431982457;veh36630;1054399007;veh_passenger
;;1778.31;best;max;-1303488172;veh36631;-1050247224;veh_passenger
;;1778.35;best;;1217160530;veh36632;-1050827558;veh_passenger
;;1778.40;best;max;-1071869401;veh36633;1219040760;veh_passenger
